"id","texto"
733,"Iconoclasia (Ruptura de Imágenes) https://ec.aciprensa.com/wiki/Iconoclasia"
734,"""No harás escultura ni imagen alguna de lo que hay arriba en el cielo, o aquí abajo en la tierra o en el agua bajo tierra"" (Éxodo, 20, 4); ""No te erigirás estatua (Deuteronomio, 16, 22); ""Y no pondréis en vuestra tierra piedra con imágenes para inclinaros ante ella"" (Levítico, 16, 1). La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
735,"San Juan Damasceno , sacerdote y doctor de la iglesia. https://www.vaticannews.va/es/santos/12/04/s--juan-damasceno--sacerdote-y-doctor-de-la-iglesia.html"
736," Su argumento principal se fundaba en el evento principal de la fe Cristiana: la Encarnación del Verbo de Dios, es decir, si el Hijo de Dios mismo se había manifestado como hombre y si de invisible se había hecho visible, de carne y hueso, entonces Jesús era la imagen divina que representaba y hacía presente corporal y visiblemente al mismo Dios invisible. (Cf. Colosenses 1,15). https://www.vaticannews.va/es/santos/12/04/s--juan-damasceno--sacerdote-y-doctor-de-la-iglesia.html"
737,"San Juan Damasceno -Biografía https://www.ewtn.com/es/catolicismo/santos/juan-damasceno-14942"
738,"Historia de la iglesia – S  aI V al X, Padre Antonio Rivero L.C , catholic.net"
739,"Biografía de Alcuino de York https://www.es.catholic.net/op/articulos/53077/alcuino-de-york-santo.html"
740,"Biografía de San Willibrordo de Utrecht https://es.catholic.net/op/articulos/63483/willibrordo-de-utrecht-santo.html"
741,"Biografía de San Bonifacio https://es.catholic.net/op/articulos/31752/bonifacio-santo.html"
742,"Biografía de Ludovico Pio https://www.biografiasyvidas.com/biografia/l/luis_i_elpiadoso.htm"
743,"Tratado de Verdum  HYPERLINK ""https://enciclopediadehistoria.com/tratado-de-verdun/"" \l "":~:text=El objetivo de este consistía,modo%2C se concretó su disolución.""https://enciclopediadehistoria.com/tratado-de-verdun/#:~:text=El%20objetivo%20de%20este%20consist%C3%ADa,modo%2C%20se%20concret%C3%B3%20su%20disoluci%C3%B3n."
744,"Ataques sarrecenos en el mediterraneo y la recuperación Cristiana (800 – 1100) http://explorethemed.com/SaracensEs.asp?c=1"
745,"Historia de los Vikingos https://barcovikingo.com/historia-vikingos/"
746,"Biografía de Hrolf Ganger (Rollo) https://www.biografias.es/famosos/rollo.html"
747,"Biografía de San Vladímir Sviatoslávich el Grande  HYPERLINK ""http://es.catholic.net/op/articulos/36198/vladimir-i-de-kiev-santo.html"" \l ""modal""http://es.catholic.net/op/articulos/36198/vladimir-i-de-kiev-santo.html#modal"
748,"Biografía de Oscar Ansgario de Bremen   HYPERLINK ""https://es.catholic.net/op/articulos/34843/oscar-ansgario-de-bremen-santo.html"" \l ""modal""https://es.catholic.net/op/articulos/34843/oscar-ansgario-de-bremen-santo.html#modal"
749,"Biografía de San Oscar (Ansgario) de Bremen  HYPERLINK ""https://www.es.catholic.net/op/articulos/34843/oscar-ansgario-de-bremen-santo.html"" \l ""modal""https://www.es.catholic.net/op/articulos/34843/oscar-ansgario-de-bremen-santo.html#modal"
750,"Biografía de San Cirilo, Monje y San Metodio, Obispo https://www.aciprensa.com/santos/santo.php?id=542"
751,"La gran Moravia, un legado histórico del medievo https://cronicascorazoneuropa.com/2019/11/09/gran-moravia-un-valioso-legado-del-medievo/"
752,"Biografía Miguel III https://www.mcnBiografías.com/app-bio/do/show?key=miguel-iii-emperador-de-Bizancio"
753,"Biografía San Ignacio https://ec.aciprensa.com/wiki/San_Ignacio_de_Constantinopla"
754,"Biografía Focio https://mercaba.org/Rialp/F/focio.htm"
755,"Biografía Papa San Nicolas I  HYPERLINK ""https://es.catholic.net/op/articulos/57164/nicols-i-santo.html"" \l ""modal""https://es.catholic.net/op/articulos/57164/nicols-i-santo.html#modal"
756,"Concilio IV de Constantinopla https://mercaba.org/CONCILIOS/C_08.htm"
757,"Biografía Papa Juan VII https://ec.aciprensa.com/wiki/Papa_Juan_VII"
758,"Historia de la iglesia – S  aI V al X, Padre Antonio Rivero L.C, catholic.net"
759,"papas muertos por asesinato https://ec.aciprensa.com/wiki/papas_muertos_por_asesinato"
760,"Biografía Papa Juan X https://ec.aciprensa.com/wiki/Papa_Juan_X "
761,"Siglo de hierro del papado https://mercaba.org/Rialp/S/siglo_de_hierro_del_papado.htm"
762,"Biografía de Otón I El Grande https://www.biografiasyvidas.com/biografia/o/oton_i.htm"
763,"El Sacro imperio Romano Germánico https://www.worldhistory.org/trans/es/1-17433/sacro-imperio-romano-germanico/"
764,"Papa Benedicto VI https://ec.aciprensa.com/wiki/Papa_Benedicto_VI"
765,"Biografía de Guillermo Duque de Aquitania (Francia)https://kripkit.com/guillermo-i-de-aquitania/"
766,"Cluny – Jerusalen celestial encarnada:  Revista Mediaevalia. Textos y Estudios 21  ( 2002 ), p. 115-137 (ISSN 0872-0991).Publicación de la Oficina de Filosofía Medieval de la Facultad de Letras de la Universidad de Oporto y de la Facultad de Teología de la Universidad Católica Portuguesa. https://www.ricardocosta.com/artigo/cluny-Jerusalén-celeste-encarnada-seculos-x-xii"
767,"Biografía de Pedro el venerable https://www.vatican.va/content/benedict-xvi/es/audiences/2009/documents/hf_ben-xvi_aud_20091014.html"
768,"Historia de la iglesia – S  aI XI al XII, Padre Antonio Rivero L.C, catholic.net"
769,"An essay on the development of the Christian doctrine, John Henry Newman, pág 213. "
770,"El canon de la Biblia  HYPERLINK ""http://www.es.catholic.net/op/articulos/59166/cat/70/3-el-canon-de-la-biblia.html"" \l ""modal""http://www.es.catholic.net/op/articulos/59166/cat/70/3-el-canon-de-la-Biblia.html#modal"
771,"An essay on the development of the Christian doctrine, John Henry Newman, pág 216."
772,"An essay on the development of the Christian doctrine, John Henry Newman, pág 218."
773,"Ortodoxia: El camino “correcto”"
774,"Biografía de John Locke https://www.Biografíasyvidas.com/Biografía/l/locke.htm"
775,"“An Essay on the development of christian doctrine”,  John Henry Newman, page 219-220. Newman, hace un profundo análisis del postulado de Locke en varias de su obras. Para Locke hay raciocinios que son fruto del entusiasmo, perversos e inmorales mientras para Newman son naturales y legítimos. Y la razón es que Locke consulta a su propio ideal de lo debería ser, en vez de preguntar a la naturaleza humana, como algo existente, como de hecho se encuentra en el mundo. “Gramática del asentimiento,” Jhon Henry Newman, página 142. "
776,"Biografía de Orígenes de Alejandría https://ec.aciprensa.com/wiki/Orígenes_y_Origenismo"
777,"Celso el Platónico https://ec.aciprensa.com/wiki/Celso_el_Plat%C3%B3nico"
778,"Biografía de Francisco Suarez , filósofo , teólogo y jurista Español https://www.biografiasyvidas.com/biografia/s/suarez_francisco.htm"
779,"An essay on the development of the Christian doctrine, John Henry Newman, págs 219-225"
780,"Homilía Medjujorge , sept 12-2022, 6 pm."
781,"Shiitas y sunitas, catorce siglos de animadversión. https://www.usergioarboleda.edu.co/escuela-de-negocios-prime/noticias/sunitas-y-chiitas-catorce-siglos-de-animadversion/"
782,"Selyúcidas o Selyuquíes https://www.Biografíasyvidas.com/Biografía/s/selyucidas.htm"
783,"Biografía de Romano Diógenes https://es.wikipedia.org/wiki/Romano_IV_Diógenes"
784,"Biografía del Papa San Gregorio VII – Hildelbrando Aldobrundeshi  HYPERLINK ""https://es.catholic.net/op/articulos/57759/cat/1050/san-gregorio-vii-y-la-querella-de-las-investiduras.html"" \l ""modal""https://es.catholic.net/op/articulos/57759/cat/1050/san-gregorio-vii-y-la-querella-de-las-investiduras.html#modal"
785,"Biografía Alejo I Comneno https://www.biografiasyvidas.com/biografia/a/alejo_i.htm"
786,"Biografía del Papa Urbano II https://ec.aciprensa.com/wiki/Papa_Beato_Urbano_II"
787,"Biografía de Al-Hákim https://www.ecured.cu/Hus%C3%A9in_al-Hakim_Bi-Amrillah"
788,"Negociación de asuntos espirituales"
789,"Biografía de Pedro el Ermitaño https://es.catholic.com/encyclopedia/peter-the-hermit"
790,"Las cruzadas, 200 años de guerra por la fe, Sergio Gaut Hartman, pags 8 - 62"
791,"El siete de abril marca el inicio del genocidio de 1994 https://www.un.org/es/preventgenocide/rwanda/"
792,"Biografía de Saladino https://www.Biografíasyvidas.com/Biografía/s/saladino.htm"
793,"Las cruzadas, 200 años de guerra por la fe, Sergio Gaut Hartman, página 171"
794,"La población Europea en los últimos mil años https://www.juancarlosrojo.com/2012/10/08/la-poblaci%C3%B3n-europea-en-los-%C3%BAltimos-1000-a%C3%B1os/"
795,"Historia de la Orden de los Cirtenses https://ec.aciprensa.com/wiki/Cistercienses"
796,"Biografía de San bernardo de Claraval https://www.aciprensa.com/recursos/la-familia-que-se-fue-con-cristo-2969"
797,"Las ordenes Militares  https://ec.aciprensa.com/wiki/Las_%C3%93rdenes_Militares"
798,"La orden de Malta https://www.orderofmalta.int/es/la-orden-de-malta/los-caballeros-de-malta/"
799,"Ordenes de caballería de Santiago, calatrava, alcántara y montesa https://www.ordenesmilitares.es/orden-de-santiago/"
800,"Biografía de Santo Domingo de Guzmán  HYPERLINK ""https://es.catholic.net/op/articulos/31906/domingo-de-guzmn-santo.html"" \l ""modal""https://es.catholic.net/op/articulos/31906/domingo-de-guzmn-santo.html#modal"
801,"Historia de la iglesia – S  aI XIII al XVI, Padre Antonio Rivero L.C, catholic.net"
802,"Nacen antes de 1214 y en 1226 fué confirmada por el Papa Honorio III; eran ermitaños latinos que vivían en el monte Carmelo https://ocarm.org/es/our-way-of-life/history"
803,"Biografía de Santa Teresa de Jesús  HYPERLINK ""https://www.es.catholic.net/op/articulos/32199/teresa-de-jess-de-vila-santa.html"" \l ""modal""https://www.es.catholic.net/op/articulos/32199/teresa-de-jess-de-vila-santa.html#modal"
804,"Fundada por San Pedro Nolasco inspirado por la Virgen María y respondiendo a las necesidades de la iglesia http://www.ordenmerced.org/index.php/es/la-merced/origen"
805,"La orden de San Agustin, convocada por el Papa Inocencio IV a las comunidades de los Eremitas, herederos de la regla y espíritu de San Agustín desde el siglo V.  https://www.agustinos.es/orden-san-agustin/historia-agustinos"
806,"Deuteronomio 25 -19: “Por eso, cuando Yavé, tu Dios, después de someter a todos tus enemigos alrededor , te dé descanso en la tierra que el te da, borraras el recuerdo de Amalec de debajo de los cielos. No lo olvides.” La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
807,"An essay on the development of the Christian doctrine, John Henry Newman, pág 225"
808,"Sabiduría 2,2-5. La Biblia – Latinoamerica, Edición revisada 2005, texto íntegro traducido del hebreo y del griego."
809,"An essay on the development of the Christian doctrine, John Henry Newman, págs 229"
810,"Un simil que refleja fortaleza"
811,"An essay on the development of the Christian doctrine, John Henry Newman, págs 230"
812,"La escolástica https://www.mercaba.org/Rialp/E/escolastica.htm"
813,"Historia de la iglesia – S  XIII, Padre Antonio Rivero L.C, catholic.net"
814,"Biografía de Abu-l Walid Muhammad ibn Rusd,Averroes en su forma latinizada https://www.biografiasyvidas.com/biografia/a/averroes.htm"
815,"Latinoamérica continente del amor – Taller de Investigación Victor Frankl y unión familiar Católica, página 34, San Juan de Pasto, Colombia, Diciembre de 2005."
816,"Biografía de Moshéh ben Maimón – Maimónides https://www.Biografíasyvidas.com/Biografía/m/maimonides.htm "
817,"An essay on the development of the Christian doctrine, John Henry Newman, pag 226"
818,"Thomistic Philosophy https://aquinasonline.com/"
819,"Las cinco vías de Santo Tomás de Aquino. Five ways in context https://aquinasonline.com/five-ways-in-context/"
820,"An essay on the development of the Christian doctrine, John Henry Newman, pags 231-232"
821,"Bibliografia de Felipe IV de Francia, el hermoso https://www.biografiasyvidas.com/biografia/f/felipe_iv_elhermoso.htm"
822,"Biografía de Bonifacio III  HYPERLINK ""https://www.biografiasyvidas.com/biografia/b/bonifacio_viii.htm"" \l "":~:text=(Benedetto Gaetani%3B Anagni%2C h,el pontificado de Celestino V.""https://www.Biografíasyvidas.com/Biografía/b/bonifacio_viii.htm#:~:text=(Benedetto%20Gaetani%3B%20Anagni%2C%20h,el%20pontificado%20de%20Celestino%20V."
823,"Definición de conciliarismo https://www.mercaba.org/VocTEO/C/conciliarismo.htm"
824,"Unam sanctam https://ec.aciprensa.com/wiki/Unam_Sanctam"
825,"Biografía Papa Juan XXII https://mercaba.org/Rialp/J/juan_xxii_papa.htm"
826,"Biografía de Luis IV de Baviera https://en-m-wikipedia-org.translate.goog/wiki/Louis_IV,_Holy_Roman_Emperor?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=tc"
827,"El papado Avignonense https://mercaba.org/FICHAS/IGLESIA/HT/9-04_capitulo.htm"
828,"La guerra de los cien años https://www.worldhistory.org/trans/es/1-18721/la-guerra-de-los-cien-anos/"
829,"Cisma de occidente https://ec.aciprensa.com/wiki/Cisma_Occidental"
830,"Biografía del Papa Urbano VI https://ec.aciprensa.com/wiki/Papa_Urbano_VI"
831,"Biografía de Clemente VII https://www.ecured.cu/Clemente_VII_(antipapa)"
832,"Biografía de Martín V (Roma 1368, Roma 1431) https://ec.aciprensa.com/wiki/Mart%C3%ADn_V,_Papa"
833,"1453: La Caída de Constantinopla https://www.worldhistory.org/trans/es/2-1180/1453-la-caida-de-constantinopla/"
834,"La Danza de la muerte en el bajo medievo https://www.historiadelarte.us/renacimiento/la-danza-de-la-muerte/"
835,"Himno Latino atribuído a Tomás de Celano , discípulo de San Francisco de Asís, en el cual se describe el día del Juicio final  HYPERLINK ""https://es.catholic.net/op/articulos/16829/cat/12/el-juicio-final.html"" \l ""modal""https://es.catholic.net/op/articulos/16829/cat/12/el-juicio-final.html#modal"
836,"Biografía de Santa Catalina de Siena https://www.dominicos.org/quienes-somos/grandes-figuras/santos/santa-catalina-de-siena/"
837,"Biografía de San Buenaventura, obispo y doctor de la Iglesia https://www.aciprensa.com/santo/188/san-buenaventura-obispo-y-doctor-de-la-iglesia"
838,"Biografía de Juan Duns Scoto  HYPERLINK ""https://es.catholic.net/op/articulos/35620/juan-duns-escoto-beato.html"" \l ""modal""https://es.catholic.net/op/articulos/35620/juan-duns-escoto-beato.html#modal"
839,"Biografía de John Tauler https://ec.aciprensa.com/wiki/John_Tauler"
840,"Biografía de Thomas kempis  HYPERLINK ""https://es.catholic.net/op/articulos/37329/toms-kempis-beato.html"" \l ""google_vignette""https://es.catholic.net/op/articulos/37329/toms-kempis-beato.html#google_vignette"
841,"“Devotio Moderna” y  Gerardo Groote https://www.mercaba.org/Rialp/D/devotio_moderna.htm"
842,"Historia de la iglesia – S  XIV, Padre Antonio Rivero L.C, catholic.net"
843,"Biografía Papa Sixto IV https://ec.aciprensa.com/wiki/Papa_Sixto_IV"
844,"Biografía de Jerónimo Savorandola https://www.dominicos.org/quienes-somos/grandes-figuras/personajes/jeronimo-savonarola/"
845,"Death by burning  HYPERLINK ""https://www.wikiwand.com/en/Death_by_burning"" \l ""Antiquity""https://www.wikiwand.com/en/Death_by_burning#Antiquity"
846,"Orígenes de la Inquisición https://gecoas.com/religion/Trabajos/inquisicion/origenes01.htm"
847,"Biografía de Federico II de Alemania https://www.biografiasyvidas.com/biografia/f/federico_ii_de_alemania.htm"
848,"Biografía de los Reyes Católicos https://www.biografiasyvidas.com/biografia/r/reyes_catolicos.htm"
849,"La Inquisición de mito a realidad  HYPERLINK ""https://es.catholic.net/op/articulos/3343/cat/279/la-inquisicion-de-mito-a-realidad.html"" \l ""modal""https://es.catholic.net/op/articulos/3343/cat/279/la-inquisicion-de-mito-a-realidad.html#modal"
850,"Carta de San Juan Pablo II sobre la inquisición https://mercaba.org/JUANPABLOII/CARTAS/juan_pablo_ii_sobre_la_inquisicion.htm"
851,"Biografía de Cristóbal Colón https://www.biografiasyvidas.com/biografia/c/colon_cristobal.htm"
852,"Historia de la iglesia – S  XV y XVI, Padre Antonio Rivero L.C, catholic.net"
853,"An essay on the development of the Christian doctrine, John Henry Newman, páginas 246"
854,"An essay on the development of the Christian doctrine, John Henry Newman, página 265"
855,"Biografía de San Atanasio  HYPERLINK ""https://www.es.catholic.net/op/articulos/32179/atanasio-santo.html"" \l ""modal""https://www.es.catholic.net/op/articulos/32179/atanasio-santo.html#modal"
856,"Juan 1,1 “En el principio era el Verbo (la Palabra) y el Verbo estaba ante Dios, y el verbo era Dios” La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
857,"La relación del ser humano con Jesús se hace realidad en la última sena: “Mientras comían, Jesús tomó pan, pronunció la bendición, lo partió y lo dio a sus discípulos diciendo: tomen y coman ; esto es mi cuerpo. Después tomo una copa , dio gracias y se la paso diciendo: beban todos de ella; esto es mi sangre, la sangre de la Alianza, que es derramada por muchos para el perdón de los pecados” Mateo 26,26-29. Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
858,"La imposibilidad de comunicar de manera precisa la gloria del creador es un claro ejemplo de la experiencia subjetiva; la veneración y adoración son expresiones que entre sus muchos beneficios gloriosos, intentan enaltecer dicha capacidad humana."
859,"An essay on the development of the Christian doctrine, John Henry Newman, páginas 269-270."
860,"1 Pedro 1, 15-16 . “Si es santo el que los llamó también ustedes han de ser santos en toda su conducta, según dice la escritura: sean santos porque yo soy santo”. También en :  “Dios no nos llamó a la impureza sino a la Santidad” , 1 Tesalonicenses 4,7. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
861,"Hebreos 12,14 “procuren estar en paz con todos y progresen en la santidad pues sin ella nadie verá al Señor”. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
862,"“(...)Santo, santo, santo, es el Señor Dios, el Todopoderoso, el que era, es y ha de venir” Apocalipsis 4,8 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
863,"Santidad https://ec.aciprensa.com/wiki/Santidad"
864,"Ver página"
865,"Definición de los actos de devoción  HYPERLINK ""https://es.catholic.net/op/articulos/23730/cat/521/la-devocion.html"" \l ""modal""https://es.catholic.net/op/articulos/23730/cat/521/la-devocion.html#modal"
866,"El sueño de la Virgen  HYPERLINK ""https://es.catholic.net/op/articulos/53620/cat/98/el-sueno-de-la-virgen.html"" \l ""modal""https://es.catholic.net/op/articulos/53620/cat/98/el-sueno-de-la-virgen.html#modal"
867,"Asunción de la Virgen María https://www.vaticannews.va/es/fiestas-liturgicas/asuncion-de-la-santisima-virgen-maria-.html"
868,"¿Donde dice que María fue asunta al cielo o concebida sin pecado Original ?  HYPERLINK ""https://es.catholic.net/op/articulos/62987/donde-dice-la-biblia-que-maria-fue-asunta-al-cielo-o-que-fue-concebida-sin-pecado-original"" \l ""modal""https://es.catholic.net/op/articulos/62987/donde-dice-la-Biblia-que-maria-fue-asunta-al-cielo-o-que-fue-concebida-sin-pecado-original#modal"
869," Siete datos para entender la solemnidad de Maria Madre de Dios https://www.aciprensa.com/noticias/7-importantes-cosas-sobre-la-solemnidad-de-maria-madre-de-dios-la-theotokos-72911"
870,"El renacimiento y la revolución científica https://www.filosofia.net/materiales/sofiafilia/hf/soff_mo_1.html"
871,"Biografía de Miguel Angel https://www.biografiasyvidas.com/biografia/m/miguel_angel.htm"
872,"Biografía de Rafael Sanzio https://www.biografiasyvidas.com/biografia/r/rafael.htm"
873,"Biografía de Nicolás Maquiavelo https://www.biografiasyvidas.com/biografia/m/maquiavelo.htm"
874,"Biografía de Leonardo Davinci https://www.biografiasyvidas.com/biografia/m/maquiavelo.htm"
875,"Biografía de Nicolás Copérnico https://www.biografiasyvidas.com/biografia/c/copernico.htm"
876,"Historia de la Iglesia – La Iglesia y el renacimiento, Padre Antonio Rivero L.C"
877,"Biografia Papa Julio II https://ec.aciprensa.com/wiki/Papa_Julio_II"
878,"Biografía de Martín Lutero https://www.biografiasyvidas.com/biografia/l/lutero.htm"
879,"95 tesis de Martín Lutero https://iglesialuterana.cl/doctrina-luterana/martin-lutero/95-tesis/"
880,"Biografia de John Wycliffe https://www.biografiasyvidas.com/biografia/w/wycliffe.htm"
881,"Biografia de Jan Hus https://www.biografiasyvidas.com/biografia/h/hus.htm# "
882,"Biografia de Guillermo de Ockham https://www.biografiasyvidas.com/biografia/o/occam.htm"
883,"Guillermo de Ockham https://ec.aciprensa.com/wiki/Guillermo_de_Ockham"
884,"La Dieta de Worms https://www.worldhistory.org/trans/es/1-20316/dieta-de-worms/"
885,"Martín Lutero: Carta sobre el arte de traducir (1530) sobre la traducción, la hermenéutica Bíblica y la opción dogmática de la reforma, Pilar Bena-Búa, departamento de humanidades y filosofía universidad Loyola , Andalucía.  HYPERLINK ""https://www.scielo.cl/scielo.php?pid=S0049-34492021000300323&script=sci_arttext"" \l ""fn8""https://www.scielo.cl/scielo.php?pid=S0049-34492021000300323&script=sci_arttext#fn8"
886,"Protesta de Espira https://www.wikiwand.com/es/Protesta_de_Espira"
887,"Biografía de Carlos V https://www.biografiasyvidas.com/monografia/carlos_v/"
888,"Lutero y los campesinos ,Mikel Arizaleta, rebelión https://rebelion.org/lutero-y-los-campesinos/"
889,"Martin Luther “Treatise on Christian Liberty” https://history.hanover.edu/courses/excerpts/165luther.html"
890,"Lutero y las guerras campesinas https://www.biografiasyvidas.com/monografia/lutero/fotos7.htm"
891,"Las guerras de religión Francesas https://www.worldhistory.org/trans/es/1-20775/guerras-de-religion-francesas/"
892,"Biografía de Juan Calvino https://www.biografiasyvidas.com/biografia/c/calvino_juan.htm"
893,"Biografía de Enrique IV de Francia y Navarra https://www.biografiasyvidas.com/biografia/e/enrique_iv_de_francia.htm "
894,"Biografia de Fernando II de Habsburgo https://www.biografiasyvidas.com/biografia/f/fernando_ii_de_habsburgo.htm"
895,"Biografia de Federico V – rey dehttps://www.mcnbiografias.com/app-bio/do/show?key=federico-v-rey-de-bohemia"
896,"Biografia de Christian IV rey de Dinamarca https://es.wikipedia.org/wiki/Cristi%C3%A1n_IV_de_Dinamarca"
897,"Biografia de Gustavo Adolfo de Suecia https://www.biografiasyvidas.com/biografia/g/gustavo.htm"
898,"The treaty of Westphalia as peace settlement and political concept  https://www.cambridge.org/core/books/abs/international-law-and-peace-settlements/treaty-of-westphalia-as-peace-settlement-and-political-concept/0B72AD446B0E8089BA25932837CDB9BF"
899,"Guerra de los treinta años https://www.worldhistory.org/trans/es/1-19708/guerra-de-los-treinta-anos/"
900,"Comparación entre el Cristianismo Ortodoxo, Protestantismo y catolicismo http://christianityinview.com/comparison.html "
901,"Las cinco solas de la reforma protestante http://protestantism.co.uk/solas"
902,"El calvinismo, cinco siglos de historia https://wol.jw.org/es/wol/d/r4/lp-s/2010647"
903,"Teologia Anglicana https://www.coalicionporelevangelio.org/ensayo/teologia-anglicana/"
904,"El cuadrilatero Wesleyano https://methodistcenter.wordpress.com/cuadrilatero-wesleyano/"
905,"Protestant denominations http://protestantism.co.uk/denominations"
906,"vineyardglobal cuenta con alrededor de 2500 iglesias en el mundo https://www.vineyard.org/"
907,"Protestant church hierarchy https://www.hierarchystructure.com/protestant-church-hierarchy/"
908,"Biografia de Juan Knox, fundador del presbiterianismo https://www.biografiasyvidas.com/biografia/k/knox.htm"
909,"Biografía de Zwnglio, reformador protestante de la Suiza de habla Alemana, quien siguió un camino separado al Luternismo https://www.biografiasyvidas.com/biografia/z/zwinglio.htm"
910,"Biografía de Erasmo de Rotterdam https://www.biografiasyvidas.com/biografia/e/erasmo.htm"
911,"Definición de Humanismo https://www.filosofia.org/enc/fer/510875.htm"
912,"La libertad como concepto filosófico https://filosofia.org/filomat/df318.htm"
913,"“De Libero arbitrio” fue la obra de Erasmo de Rotterdam, en la que defiende su posición frente a “De servo arbitrio” la respuesta de Lutero. "
914,"“La libertad en el humanismo renacentista y la reforma ”Joan B Llinares , Universidad de Valencia,  Marzo de 1977, parte de la publicación “Ensayos sobre la Libertad y necesidad”, paginas 45 – 75. Edición al cuidado de Josep E Corbi y Carlos J Moya https://core.ac.uk/download/pdf/71029205.pdf"
915,"Luther Vol 6 of 6, Hartmann Grisar, Mayo 30 2017, pág 366  HYPERLINK ""https://www.gutenberg.org/files/54811/54811-h/54811-h.htm"" \l ""FNanchor_1375""https://www.gutenberg.org/files/54811/54811-h/54811-h.htm#FNanchor_1375, página 366"
916,"Biografía de Miguel de Cervantes Saavedra https://www.biografiasyvidas.com/biografia/c/cervantes.htm"
917,"La concepción Luterana sobre la libertad y la doctrina de la contrareforma, su reflejo en nuestros literatos del siglo de oro, Ramón Moncunill Bernet, Abril 19 2018. https://www.redalyc.org/journal/5175/517561582037/html/"
918,"Biografia de Clemente VII https://ec.aciprensa.com/wiki/Papa_Clemente_VII"
919,"El saqueo de Roma de 1527 https://www.wikiwand.com/es/Saco_de_Roma"
920,"Biografía del Papa Paulo III https://ec.aciprensa.com/wiki/Papa_Paulo_III "
921,"Quinto concilio de Letran (1512 – 1517) https://www.mercaba.org/Rialp/L/letran_el_quinto_concilio_de.htm"
922,"Biografia Papa Julio II https://ec.aciprensa.com/wiki/Papa_Julio_II"
923,"La corriente doctrinal que considera al concilio ecuménico (universal) como la suprema autoridad por encima el Papa."
924,"La Vulgata es la Biblia original traducida del griego y hebreo por San Jerónimo y escrita en Latín, culminando su obra en el año 405."
925,"La justificación https://ec.aciprensa.com/wiki/Justificaci%C3%B3n"
926,"Biografía Papa Julio III https://ec.aciprensa.com/wiki/Papa_Julio_III#"
927,"La confesión de Augsburgo https://reformaluterana.org/wp/confesiondeaugsburgo/"
928,"Biografía Papa Pio IV https://ec.aciprensa.com/wiki/Papa_P%C3%ADo_IV"
929,"El concilio de trento https://ec.aciprensa.com/wiki/Concilio_de_Trento"
930,"El concilio de Trento y sus frutos para la Iglesia  HYPERLINK ""https://es.catholic.net/op/articulos/9486/cat/443/xix-el-concilio-de-trento-y-sus-frutos-para-la-iglesia.html"" \l ""modal""https://es.catholic.net/op/articulos/9486/cat/443/xix-el-concilio-de-trento-y-sus-frutos-para-la-iglesia.html#modal"
931,"Biografía de Felipe II de España https://www.biografiasyvidas.com/biografia/f/felipe_ii.htm "
932,"Historia de la Iglesia – La Reforma Católica, Padre Antonio Rivero L.C"
933,"Biografía de San Bernardino de Feltre  HYPERLINK ""https://es.catholic.net/op/articulos/35131/bernardino-de-feltre-beato.html"" \l ""modal""https://es.catholic.net/op/articulos/35131/bernardino-de-feltre-beato.html#modal"
934,"Biografía de Santa Catalina de Génova  HYPERLINK ""https://es.catholic.net/op/articulos/35386/catalina-fieschi-de-gnova-santa.html"" \l ""modal""https://es.catholic.net/op/articulos/35386/catalina-fieschi-de-gnova-santa.html#modal"
935,"Biografía de San Cayetano de Thiene https://www.aciprensa.com/recurso/3482/biografia-de-san-cayetano"
936,"Biografía de Juan Pedro Carafa https://ec.aciprensa.com/wiki/Papa_Paulo_IV"
937,"Los Teatinos https://teatinos.org/historia/ "
938,"Biografía de Ursula Benicasa https://www.religiosasteatinas.com/quienes-somos/carta-de-la-fundadora/"
939,"Las Teatinas http://www.religiosasteatinas.com/"
940,"Biografía de San Antonio Maria Zaccaria https://www.aciprensa.com/recurso/3370/biografia-de-san-antonio-maria-zaccaria"
941,"Los Barnabitas https://barnabitas.cl/index.php/los-barnabitas/"
942,"Orden de los Capuchinos https://www.ofmcap.org/es/ "
943,"Biografía de San Mateo de Bascio https://www.es.catholic.net/op/articulos/36244/mateo-de-bascio-beato"
944,"Biografia de Santa Ángela de Mérici  HYPERLINK ""https://es.catholic.net/op/articulos/64274/ngela-de-merici-santa.html"" \l ""modal""https://es.catholic.net/op/articulos/64274/ngela-de-merici-santa.html#modal"
945,"Ursulinas https://mercaba.org/Rialp/U/ursulinas.htm"
946,"Biografía de San Felipe Neri  HYPERLINK ""https://es.catholic.net/op/articulos/31820/felipe-neri-santo.html"" \l ""modal""https://es.catholic.net/op/articulos/31820/felipe-neri-santo.html#modal"
947,"Historia de la Iglesia – La Reforma Católica, Padre Antonio Rivero L.C"
